"DateTime","WTEQ","SNWD","PREC","TAVG","RHUM","WSPDV","SWINV"
2004-06-15,0,0,26.4,0,0,0,0
2004-06-16,0,0,26.5,0,0,0,0
2004-06-17,0,0,26.7,0,0,0,0
2004-06-18,0,0,26.8,0,0,0,0
2004-06-19,0,0,26.8,0,0,0,0
2004-06-20,0,0,27,0,0,0,0
2004-06-21,0,0,27.1,0,0,0,0
2004-06-22,0,0,27.1,0,0,0,0
2004-06-23,0,0,27.1,0,0,0,0
2004-06-24,0,0,27.1,0,0,0,0
2004-06-25,0,0,27.1,0,0,0,0
2004-06-26,0,0,27.4,0,0,0,0
2004-06-27,0,0,27.5,0,0,0,0
2004-06-28,0,0,27.5,0,0,0,0
2004-06-29,0,0,27.5,0,0,0,0
2004-06-30,0,0,27.6,0,0,0,0
2004-07-01,0,0,27.6,0,0,0,0
2004-07-02,0,0,27.6,0,0,0,0
2004-07-03,0,0,27.6,0,0,0,0
2004-07-04,0,0,27.6,0,0,0,0
2004-07-05,0,0,28.3,0,0,0,0
2004-07-06,0,0,28.4,0,0,0,0
2004-07-07,0,0,28.4,0,0,0,0
2004-07-08,0,0,28.5,0,0,0,0
2004-07-09,0,0,28.5,0,0,0,0
2004-07-10,0,0,28.5,0,0,0,0
2004-07-11,0,0,28.5,0,0,0,0
2004-07-12,0,0,28.5,0,0,0,0
2004-07-13,0,0,28.5,0,0,0,0
2004-07-14,0,0,28.5,0,0,0,0
2004-07-15,0,0,28.5,0,0,0,0
2004-07-16,0,0,28.5,0,0,0,0
2004-07-17,0,0,28.5,0,0,0,0
2004-07-18,0,0,28.5,0,0,0,0
2004-07-19,0,0,28.7,0,0,0,0
2004-07-20,0,0,29.2,0,0,0,0
2004-07-21,0,0,29.4,0,0,0,0
2004-07-22,0,0,29.5,0,0,0,0
2004-07-23,0,0,29.5,0,0,0,0
2004-07-24,0,0,29.5,0,0,0,0
2004-07-25,0,0,29.5,0,0,0,0
2004-07-26,0,0,29.5,0,0,0,0
2004-07-27,0,0,29.5,0,0,0,0
2004-07-28,0,0,29.5,0,0,0,0
2004-07-29,0,0,29.5,0,0,0,0
2004-07-30,0,0,29.5,0,0,0,0
2004-07-31,0,0,29.5,0,0,0,0
2004-08-01,0,0,29.5,0,0,0,0
2004-08-02,0,0,29.5,0,0,0,0
2004-08-03,0,0,30.1,0,0,0,0
2004-08-04,0,0,30.3,0,0,0,0
2004-08-05,0,0,30.3,0,0,0,0
2004-08-06,0,0,30.4,0,0,0,0
2004-08-07,0,0,30.4,0,0,0,0
2004-08-08,0,0,30.4,0,0,0,0
2004-08-09,0,0,30.4,0,0,0,0
2004-08-10,0,0,30.4,0,0,0,0
2004-08-11,0,0,30.4,0,0,0,0
2004-08-12,0,0,30.4,0,0,0,0
2004-08-13,0,0,30.4,0,0,0,0
2004-08-14,0,0,30.4,0,0,0,0
2004-08-15,0,0,30.4,0,0,0,0
2004-08-16,0,0,30.4,0,0,0,0
2004-08-17,0,0,30.7,0,0,0,0
2004-08-18,0,0,30.9,0,0,0,0
2004-08-19,0,0,31.1,0,0,0,0
2004-08-20,0,0,31.1,0,0,0,0
2004-08-21,0,0,31.1,0,0,0,0
2004-08-22,0,0,31.1,0,0,0,0
2004-08-23,0,0,31.1,0,0,0,0
2004-08-24,0,0,31.1,0,0,0,0
2004-08-25,0,0,31.1,0,0,0,0
2004-08-26,0,0,31.7,0,0,0,0
2004-08-27,0,0,32,0,0,0,0
2004-08-28,0,0,32,0,0,0,0
2004-08-29,0,0,32,0,0,0,0
2004-08-30,0,0,32,0,0,0,0
2004-08-31,0,0,32,0,0,0,0
2004-09-01,0,0,32,0,0,0,0
2004-09-02,0,0,32,0,0,0,0
2004-09-03,0,0,32,0,0,0,0
2004-09-04,0,0,32,0,0,0,0
2004-09-05,0,0,32,0,0,0,0
2004-09-06,0,0,32,0,0,0,0
2004-09-07,0,0,32,0,0,0,0
2004-09-08,0,0,32,0,0,0,0
2004-09-09,0,0,32,0,0,0,0
2004-09-10,0,0,32,0,0,0,0
2004-09-11,0,0,32,0,0,0,0
2004-09-12,0,0,32,0,0,0,0
2004-09-13,0,0,32.2,0,0,0,0
2004-09-14,0,0,32.4,0,0,0,0
2004-09-15,0,0,32.6,0,0,0,0
2004-09-16,0,0,32.6,0,0,0,0
2004-09-17,0,0,32.6,0,0,0,0
2004-09-18,0,0,32.6,0,0,0,0
2004-09-19,0,0,32.6,0,0,0,0
2004-09-20,0,0,32.8,0,0,0,0
2004-09-21,0.1,1,32.9,0.1,0.1,0.1,0.1
2004-09-22,0,0,32.9,0,0,0,0
2004-09-23,0,0,32.9,0,0,0,0
2004-09-24,0,0,33,0,0,0,0
2004-09-25,0,0,33,0,0,0,0
2004-09-26,0,0,33,0,0,0,0
2004-09-27,0,0,33,0,0,0,0
2004-09-28,0,0,33,0,0,0,0
2004-09-29,0,0,33,0,0,0,0
2004-09-30,0,0,33.2,0,0,0,0
2004-10-01,0,0,0,0,0,0,0
2004-10-02,0,0,0,0,0,0,0
2004-10-03,0,0,0,0,0,0,0
2004-10-04,0,0,0,0,0,0,0
2004-10-05,0,0,0,0,0,0,0
2004-10-06,0,0,0,0,0,0,0
2004-10-07,0,0,0.1,0,0,0,0
2004-10-08,0,0,0.1,0,0,0,0
2004-10-09,0,0,0.2,0,0,0,0
2004-10-10,0,0,0.2,0,0,0,0
2004-10-11,0.2,2,0.4,0.2,0.2,0.2,0.2
2004-10-12,0.2,1,0.5,0.2,0.2,0.2,0.2
2004-10-13,0.5,3,0.9,0.5,0.5,0.5,0.5
2004-10-14,0.5,2,1,0.5,0.5,0.5,0.5
2004-10-15,0,0,1.1,0,0,0,0
2004-10-16,0.8,5,1.6,0.8,0.8,0.8,0.8
2004-10-17,0.7,3,1.7,0.7,0.7,0.7,0.7
2004-10-18,0.7,2,1.7,0.7,0.7,0.7,0.7
2004-10-19,0.8,2,1.8,0.8,0.8,0.8,0.8
2004-10-20,0.9,3,1.9,0.9,0.9,0.9,0.9
2004-10-21,0.9,3,1.9,0.9,0.9,0.9,0.9
2004-10-22,1.1,3,1.9,1.1,1.1,1.1,1.1
2004-10-23,1.4,6,2,1.4,1.4,1.4,1.4
2004-10-24,1.7,11,2.6,1.7,1.7,1.7,1.7
2004-10-25,1.8,13,2.7,1.8,1.8,1.8,1.8
2004-10-26,1.6,10,2.8,1.6,1.6,1.6,1.6
2004-10-27,1.6,9,2.8,1.6,1.6,1.6,1.6
2004-10-28,1.6,8,2.8,1.6,1.6,1.6,1.6
2004-10-29,2.4,14,3.6,2.4,2.4,2.4,2.4
2004-10-30,2.6,16,3.8,2.6,2.6,2.6,2.6
2004-10-31,2.9,17,4,2.9,2.9,2.9,2.9
2004-11-01,3,18,4.2,3,3,3,3
2004-11-02,3,17,4.3,3,3,3,3
2004-11-03,3,16,4.3,3,3,3,3
2004-11-04,3.1,17,4.4,3.1,3.1,3.1,3.1
2004-11-05,3.2,16,4.5,3.2,3.2,3.2,3.2
2004-11-06,3.2,15,4.5,3.2,3.2,3.2,3.2
2004-11-07,3.1,15,4.5,3.1,3.1,3.1,3.1
2004-11-08,3.1,14,4.5,3.1,3.1,3.1,3.1
2004-11-09,3.1,14,4.5,3.1,3.1,3.1,3.1
2004-11-10,3.1,13,4.5,3.1,3.1,3.1,3.1
2004-11-11,3.1,13,4.5,3.1,3.1,3.1,3.1
2004-11-12,3.1,13,4.5,3.1,3.1,3.1,3.1
2004-11-13,3.1,13,4.5,3.1,3.1,3.1,3.1
2004-11-14,3.2,13,4.5,3.2,3.2,3.2,3.2
2004-11-15,3.6,13,4.5,3.6,3.6,3.6,3.6
2004-11-16,3.7,13,4.5,3.7,3.7,3.7,3.7
2004-11-17,3.6,13,4.6,3.6,3.6,3.6,3.6
2004-11-18,3.6,13,4.6,3.6,3.6,3.6,3.6
2004-11-19,4.1,16,4.8,4.1,4.1,4.1,4.1
2004-11-20,4.2,17,5,4.2,4.2,4.2,4.2
2004-11-21,4.3,18,5.1,4.3,4.3,4.3,4.3
2004-11-22,4.3,17,5.1,4.3,4.3,4.3,4.3
2004-11-23,4.4,18,5.2,4.4,4.4,4.4,4.4
2004-11-24,4.4,18,5.3,4.4,4.4,4.4,4.4
2004-11-25,4.7,21,5.5,4.7,4.7,4.7,4.7
2004-11-26,4.8,23,5.8,4.8,4.8,4.8,4.8
2004-11-27,4.8,23,6,4.8,4.8,4.8,4.8
2004-11-28,4.9,22,6.1,4.9,4.9,4.9,4.9
2004-11-29,5,24,6.3,5,5,5,5
2004-11-30,5.1,23,6.3,5.1,5.1,5.1,5.1
2004-12-01,5.2,23,6.3,5.2,5.2,5.2,5.2
2004-12-02,5.3,23,6.4,5.3,5.3,5.3,5.3
2004-12-03,5.4,23,6.4,5.4,5.4,5.4,5.4
2004-12-04,5.4,23,6.4,5.4,5.4,5.4,5.4
2004-12-05,5.4,22,6.4,5.4,5.4,5.4,5.4
2004-12-06,5.4,22,6.4,5.4,5.4,5.4,5.4
2004-12-07,5.4,22,6.4,5.4,5.4,5.4,5.4
2004-12-08,5.5,22,6.5,5.5,5.5,5.5,5.5
2004-12-09,5.7,24,6.6,5.7,5.7,5.7,5.7
2004-12-10,5.7,24,6.7,5.7,5.7,5.7,5.7
2004-12-11,5.8,24,6.7,5.8,5.8,5.8,5.8
2004-12-12,5.8,23,6.7,5.8,5.8,5.8,5.8
2004-12-13,5.8,23,6.8,5.8,5.8,5.8,5.8
2004-12-14,5.8,23,6.8,5.8,5.8,5.8,5.8
2004-12-15,5.9,23,6.9,5.9,5.9,5.9,5.9
2004-12-16,6.1,27,7.2,6.1,6.1,6.1,6.1
2004-12-17,6.2,26,7.3,6.2,6.2,6.2,6.2
2004-12-18,6.2,26,7.3,6.2,6.2,6.2,6.2
2004-12-19,6.2,26,7.3,6.2,6.2,6.2,6.2
2004-12-20,6.2,25,7.3,6.2,6.2,6.2,6.2
2004-12-21,6.2,26,7.4,6.2,6.2,6.2,6.2
2004-12-22,6.4,29,7.6,6.4,6.4,6.4,6.4
2004-12-23,6.7,33,8,6.7,6.7,6.7,6.7
2004-12-24,6.9,30,8,6.9,6.9,6.9,6.9
2004-12-25,7,30,8.1,7,7,7,7
2004-12-26,6.9,30,8.1,6.9,6.9,6.9,6.9
2004-12-27,6.9,29,8.1,6.9,6.9,6.9,6.9
2004-12-28,6.9,29,8.1,6.9,6.9,6.9,6.9
2004-12-29,6.9,29,8.1,6.9,6.9,6.9,6.9
2004-12-30,7.1,28,8.1,7.1,7.1,7.1,7.1
2004-12-31,7.3,31,8.3,7.3,7.3,7.3,7.3
2005-01-01,7.3,31,8.4,7.3,7.3,7.3,7.3
2005-01-02,7.3,30,8.5,7.3,7.3,7.3,7.3
2005-01-03,7.3,30,8.5,7.3,7.3,7.3,7.3
2005-01-04,7.3,30,8.5,7.3,7.3,7.3,7.3
2005-01-05,7.3,30,8.5,7.3,7.3,7.3,7.3
2005-01-06,7.4,31,8.6,7.4,7.4,7.4,7.4
2005-01-07,7.4,30,8.6,7.4,7.4,7.4,7.4
2005-01-08,7.5,31,8.6,7.5,7.5,7.5,7.5
2005-01-09,7.9,36,9,7.9,7.9,7.9,7.9
2005-01-10,7.9,36,9.1,7.9,7.9,7.9,7.9
2005-01-11,7.9,35,9.1,7.9,7.9,7.9,7.9
2005-01-12,7.9,34,9.1,7.9,7.9,7.9,7.9
2005-01-13,7.9,34,9.2,7.9,7.9,7.9,7.9
2005-01-14,8.4,39,9.6,8.4,8.4,8.4,8.4
2005-01-15,8.5,39,9.8,8.5,8.5,8.5,8.5
2005-01-16,8.5,38,9.8,8.5,8.5,8.5,8.5
2005-01-17,8.7,37,10,8.7,8.7,8.7,8.7
2005-01-18,8.8,37,10,8.8,8.8,8.8,8.8
2005-01-19,8.8,36,10,8.8,8.8,8.8,8.8
2005-01-20,8.8,36,10,8.8,8.8,8.8,8.8
2005-01-21,8.8,35,10,8.8,8.8,8.8,8.8
2005-01-22,8.7,35,10,8.7,8.7,8.7,8.7
