"DateTime","WTEQ","SNWD","PREC","TAVG","RHUM","WSPDV","SWINV"
2004-06-09,1.2,3,23.8,1.2,1.2,1.2,1.2
2004-06-10,0,0,24.2,0,0,0,0
2004-06-11,0.1,1,24.6,0.1,0.1,0.1,0.1
2004-06-12,0,0,24.9,0,0,0,0
2004-06-13,0,0,24.9,0,0,0,0
2004-06-14,0,0,24.9,0,0,0,0
2004-06-15,0,0,25,0,0,0,0
2004-06-16,0,0,25.1,0,0,0,0
2004-06-17,0,0,25.2,0,0,0,0
2004-06-18,0,0,25.2,0,0,0,0
2004-06-19,0,0,25.3,0,0,0,0
2004-06-20,0,0,25.5,0,0,0,0
2004-06-21,0,0,25.6,0,0,0,0
2004-06-22,0,0,25.6,0,0,0,0
2004-06-23,0,0,25.6,0,0,0,0
2004-06-24,0,0,25.7,0,0,0,0
2004-06-25,0,0,25.7,0,0,0,0
2004-06-26,0,0,25.9,0,0,0,0
2004-06-27,0,0,25.9,0,0,0,0
2004-06-28,0,0,26,0,0,0,0
2004-06-29,0,0,26.4,0,0,0,0
2004-06-30,0,0,26.5,0,0,0,0
2004-07-01,0,0,26.5,0,0,0,0
2004-07-02,0,0,26.5,0,0,0,0
2004-07-03,0,0,26.8,0,0,0,0
2004-07-04,0,0,26.9,0,0,0,0
2004-07-05,0,0,27.5,0,0,0,0
2004-07-06,0,0,27.6,0,0,0,0
2004-07-07,0,0,27.7,0,0,0,0
2004-07-08,0,0,27.9,0,0,0,0
2004-07-09,0,0,27.9,0,0,0,0
2004-07-10,0,0,28,0,0,0,0
2004-07-11,0,0,28,0,0,0,0
2004-07-12,0,0,28,0,0,0,0
2004-07-13,0,0,28,0,0,0,0
2004-07-14,0,0,28.1,0,0,0,0
2004-07-15,0,0,28.1,0,0,0,0
2004-07-16,0,0,28.1,0,0,0,0
2004-07-17,0,0,28.1,0,0,0,0
2004-07-18,0,0,28.1,0,0,0,0
2004-07-19,0,0,28.4,0,0,0,0
2004-07-20,0,0,28.6,0,0,0,0
2004-07-21,0,0,28.9,0,0,0,0
2004-07-22,0,0,28.9,0,0,0,0
2004-07-23,0,0,28.9,0,0,0,0
2004-07-24,0,0,28.9,0,0,0,0
2004-07-25,0,0,28.9,0,0,0,0
2004-07-26,0,0,28.9,0,0,0,0
2004-07-27,0,0,28.9,0,0,0,0
2004-07-28,0,0,28.9,0,0,0,0
2004-07-29,0,0,28.9,0,0,0,0
2004-07-30,0,0,28.9,0,0,0,0
2004-07-31,0,0,29,0,0,0,0
2004-08-01,0,0,29,0,0,0,0
2004-08-02,0,0,29,0,0,0,0
2004-08-03,0,0,29.1,0,0,0,0
2004-08-04,0,0,29.1,0,0,0,0
2004-08-05,0,0,29.1,0,0,0,0
2004-08-06,0,0,29.1,0,0,0,0
2004-08-07,0,0,29.1,0,0,0,0
2004-08-08,0,0,29.1,0,0,0,0
2004-08-09,0,0,29.1,0,0,0,0
2004-08-10,0,0,29.1,0,0,0,0
2004-08-11,0,0,29.1,0,0,0,0
2004-08-12,0,0,29.1,0,0,0,0
2004-08-13,0,0,29.2,0,0,0,0
2004-08-14,0,0,29.2,0,0,0,0
2004-08-15,0,0,29.2,0,0,0,0
2004-08-16,0,0,29.2,0,0,0,0
2004-08-17,0,0,29.2,0,0,0,0
2004-08-18,0,0,29.6,0,0,0,0
2004-08-19,0,0,29.6,0,0,0,0
2004-08-20,0,0,29.6,0,0,0,0
2004-08-21,0,0,29.6,0,0,0,0
2004-08-22,0,0,29.7,0,0,0,0
2004-08-23,0,0,29.9,0,0,0,0
2004-08-24,0,0,30.1,0,0,0,0
2004-08-25,0,0,30.2,0,0,0,0
2004-08-26,0,0,30.8,0,0,0,0
2004-08-27,0,0,31,0,0,0,0
2004-08-28,0,0,31.1,0,0,0,0
2004-08-29,0,0,31.1,0,0,0,0
2004-08-30,0,0,31.1,0,0,0,0
2004-08-31,0,0,31.1,0,0,0,0
2004-09-01,0,0,31.1,0,0,0,0
2004-09-02,0,0,31.1,0,0,0,0
2004-09-03,0,0,31.1,0,0,0,0
2004-09-04,0,0,31.1,0,0,0,0
2004-09-05,0,0,31.1,0,0,0,0
2004-09-06,0,0,31.1,0,0,0,0
2004-09-07,0,0,31.1,0,0,0,0
2004-09-08,0,0,31.2,0,0,0,0
2004-09-09,0,0,31.2,0,0,0,0
2004-09-10,0,0,31.2,0,0,0,0
2004-09-11,0,0,31.2,0,0,0,0
2004-09-12,0,0,31.3,0,0,0,0
2004-09-13,0,0,31.6,0,0,0,0
2004-09-14,0,0,31.8,0,0,0,0
2004-09-15,0,0,31.8,0,0,0,0
2004-09-16,0,0,32,0,0,0,0
2004-09-17,0,0,32.3,0,0,0,0
2004-09-18,0,0,32.4,0,0,0,0
2004-09-19,0,0,32.4,0,0,0,0
2004-09-20,0,0,32.6,0,0,0,0
2004-09-21,0,0,32.7,0,0,0,0
2004-09-22,0,0,32.7,0,0,0,0
2004-09-23,0,0,32.9,0,0,0,0
2004-09-24,0,0,33.1,0,0,0,0
2004-09-25,0,0,33.1,0,0,0,0
2004-09-26,0,0,33.1,0,0,0,0
2004-09-27,0,0,33.1,0,0,0,0
2004-09-28,0,0,33.1,0,0,0,0
2004-09-29,0,0,33.1,0,0,0,0
2004-09-30,0,0,33.2,0,0,0,0
2004-10-01,0,0,0,0,0,0,0
2004-10-02,0,0,0,0,0,0,0
2004-10-03,0,0,0.1,0,0,0,0
2004-10-04,0,0,0.1,0,0,0,0
2004-10-05,0,0,0.1,0,0,0,0
2004-10-06,0,0,0.1,0,0,0,0
2004-10-07,0,0,0.1,0,0,0,0
2004-10-08,0,0,0.1,0,0,0,0
2004-10-09,0,0,0.2,0,0,0,0
2004-10-10,0,0,0.2,0,0,0,0
2004-10-11,0.3,2,0.4,0.3,0.3,0.3,0.3
2004-10-12,0.3,1,0.4,0.3,0.3,0.3,0.3
2004-10-13,0,0,0.5,0,0,0,0
2004-10-14,0,0,0.5,0,0,0,0
2004-10-15,0,0,0.6,0,0,0,0
2004-10-16,0,0,0.9,0,0,0,0
2004-10-17,0,0,1,0,0,0,0
2004-10-18,0,0,1,0,0,0,0
2004-10-19,0.2,3,1.1,0.2,0.2,0.2,0.2
2004-10-20,0.3,3,1.2,0.3,0.3,0.3,0.3
2004-10-21,0.6,4,1.6,0.6,0.6,0.6,0.6
2004-10-22,0.6,4,1.6,0.6,0.6,0.6,0.6
2004-10-23,0.6,4,1.6,0.6,0.6,0.6,0.6
2004-10-24,1.5,17,2.5,1.5,1.5,1.5,1.5
2004-10-25,1.5,14,2.5,1.5,1.5,1.5,1.5
2004-10-26,1.5,12,2.5,1.5,1.5,1.5,1.5
2004-10-27,1.6,11,2.7,1.6,1.6,1.6,1.6
2004-10-28,1.7,11,2.7,1.7,1.7,1.7,1.7
2004-10-29,2.1,15,3.1,2.1,2.1,2.1,2.1
2004-10-30,2.2,14,3.2,2.2,2.2,2.2,2.2
2004-10-31,2.4,16,3.4,2.4,2.4,2.4,2.4
2004-11-01,2.4,14,3.4,2.4,2.4,2.4,2.4
2004-11-02,2.4,14,3.4,2.4,2.4,2.4,2.4
2004-11-03,2.5,14,3.6,2.5,2.5,2.5,2.5
2004-11-04,2.6,14,3.6,2.6,2.6,2.6,2.6
2004-11-05,2.7,13,3.8,2.7,2.7,2.7,2.7
2004-11-06,2.7,13,3.8,2.7,2.7,2.7,2.7
2004-11-07,2.7,13,3.8,2.7,2.7,2.7,2.7
2004-11-08,2.7,12,3.8,2.7,2.7,2.7,2.7
2004-11-09,2.7,12,3.8,2.7,2.7,2.7,2.7
2004-11-10,2.7,12,3.8,2.7,2.7,2.7,2.7
2004-11-11,2.7,12,3.8,2.7,2.7,2.7,2.7
2004-11-12,2.7,11,3.8,2.7,2.7,2.7,2.7
2004-11-13,2.7,11,3.8,2.7,2.7,2.7,2.7
2004-11-14,2.7,11,3.8,2.7,2.7,2.7,2.7
2004-11-15,2.7,11,3.8,2.7,2.7,2.7,2.7
2004-11-16,2.8,11,3.9,2.8,2.8,2.8,2.8
2004-11-17,2.8,11,3.9,2.8,2.8,2.8,2.8
2004-11-18,2.8,12,3.9,2.8,2.8,2.8,2.8
2004-11-19,2.9,12,3.9,2.9,2.9,2.9,2.9
2004-11-20,2.9,12,3.9,2.9,2.9,2.9,2.9
2004-11-21,2.9,12,3.9,2.9,2.9,2.9,2.9
2004-11-22,2.9,12,3.9,2.9,2.9,2.9,2.9
2004-11-23,2.9,12,3.9,2.9,2.9,2.9,2.9
2004-11-24,3,13,4,3,3,3,3
2004-11-25,3.4,16,4.4,3.4,3.4,3.4,3.4
2004-11-26,4,24,5,4,4,4,4
2004-11-27,4,23,5,4,4,4,4
2004-11-28,4,22,5,4,4,4,4
2004-11-29,4,22,5,4,4,4,4
2004-11-30,4,21,5,4,4,4,4
2004-12-01,4,21,5,4,4,4,4
2004-12-02,4.1,20,5.1,4.1,4.1,4.1,4.1
2004-12-03,4.2,21,5.2,4.2,4.2,4.2,4.2
2004-12-04,4.2,20,5.2,4.2,4.2,4.2,4.2
2004-12-05,4.3,20,5.3,4.3,4.3,4.3,4.3
2004-12-06,4.3,20,5.3,4.3,4.3,4.3,4.3
2004-12-07,4.4,21,5.4,4.4,4.4,4.4,4.4
2004-12-08,4.7,24,5.7,4.7,4.7,4.7,4.7
2004-12-09,5.1,28,6,5.1,5.1,5.1,5.1
2004-12-10,5.2,27,6,5.2,5.2,5.2,5.2
2004-12-11,5.4,26,6.2,5.4,5.4,5.4,5.4
2004-12-12,5.4,25,6.3,5.4,5.4,5.4,5.4
2004-12-13,5.4,24,6.3,5.4,5.4,5.4,5.4
2004-12-14,5.5,25,6.3,5.5,5.5,5.5,5.5
2004-12-15,5.7,26,6.5,5.7,5.7,5.7,5.7
2004-12-16,5.9,34,6.7,5.9,5.9,5.9,5.9
2004-12-17,5.9,31,6.7,5.9,5.9,5.9,5.9
2004-12-18,6,29,6.8,6,6,6,6
2004-12-19,6.1,29,6.9,6.1,6.1,6.1,6.1
2004-12-20,6.2,28,6.9,6.2,6.2,6.2,6.2
2004-12-21,6.2,28,6.9,6.2,6.2,6.2,6.2
2004-12-22,6.3,30,6.9,6.3,6.3,6.3,6.3
2004-12-23,6.3,29,7,6.3,6.3,6.3,6.3
2004-12-24,6.6,31,7.2,6.6,6.6,6.6,6.6
2004-12-25,6.7,31,7.3,6.7,6.7,6.7,6.7
2004-12-26,6.7,30,7.5,6.7,6.7,6.7,6.7
2004-12-27,6.7,30,7.5,6.7,6.7,6.7,6.7
2004-12-28,6.8,30,7.5,6.8,6.8,6.8,6.8
2004-12-29,6.8,29,7.5,6.8,6.8,6.8,6.8
2004-12-30,7,30,7.7,7,7,7,7
2004-12-31,7.2,34,7.9,7.2,7.2,7.2,7.2
2005-01-01,7.6,36,8.3,7.6,7.6,7.6,7.6
2005-01-02,7.7,38,8.3,7.7,7.7,7.7,7.7
2005-01-03,7.8,37,8.4,7.8,7.8,7.8,7.8
2005-01-04,7.8,36,8.4,7.8,7.8,7.8,7.8
2005-01-05,7.8,36,8.4,7.8,7.8,7.8,7.8
2005-01-06,7.8,36,8.4,7.8,7.8,7.8,7.8
2005-01-07,7.8,35,8.4,7.8,7.8,7.8,7.8
2005-01-08,8,35,8.6,8,8,8,8
2005-01-09,8.8,44,9.3,8.8,8.8,8.8,8.8
2005-01-10,9,44,9.5,9,9,9,9
2005-01-11,9,43,9.5,9,9,9,9
2005-01-12,9,42,9.5,9,9,9,9
2005-01-13,9,41,9.5,9,9,9,9
2005-01-14,9.3,45,9.7,9.3,9.3,9.3,9.3
2005-01-15,9.4,43,9.7,9.4,9.4,9.4,9.4
2005-01-16,9.4,42,9.7,9.4,9.4,9.4,9.4
2005-01-17,9.8,44,10.3,9.8,9.8,9.8,9.8
2005-01-18,9.9,43,10.3,9.9,9.9,9.9,9.9
2005-01-19,10.1,43,10.6,10.1,10.1,10.1,10.1
2005-01-20,10.2,42,10.6,10.2,10.2,10.2,10.2
