"DateTime","WTEQ","SNWD","PREC","TAVG","RHUM","WSPDV","SWINV"
2004-06-12,9.6,24,29.2,9.6,9.6,9.6,9.6
2004-06-13,9.5,23,29.3,9.5,9.5,9.5,9.5
2004-06-14,8.9,21,29.5,8.9,8.9,8.9,8.9
2004-06-15,8.1,19,29.5,8.1,8.1,8.1,8.1
2004-06-16,7.3,17,29.6,7.3,7.3,7.3,7.3
2004-06-17,7.4,19,29.7,7.4,7.4,7.4,7.4
2004-06-18,6.6,17,29.7,6.6,6.6,6.6,6.6
2004-06-19,6.1,16,29.9,6.1,6.1,6.1,6.1
2004-06-20,5.2,14,30.1,5.2,5.2,5.2,5.2
2004-06-21,4.4,13,30.2,4.4,4.4,4.4,4.4
2004-06-22,2.8,11,30.2,2.8,2.8,2.8,2.8
2004-06-23,1.9,8,30.3,1.9,1.9,1.9,1.9
2004-06-24,1.5,4,30.7,1.5,1.5,1.5,1.5
2004-06-25,1,3,30.7,1,1,1,1
2004-06-26,0.8,2,30.8,0.8,0.8,0.8,0.8
2004-06-27,0.6,1,30.9,0.6,0.6,0.6,0.6
2004-06-28,0,0,30.9,0,0,0,0
2004-06-29,0,0,31,0,0,0,0
2004-06-30,0,0,31,0,0,0,0
2004-07-01,0,0,31.2,0,0,0,0
2004-07-02,0,0,31.2,0,0,0,0
2004-07-03,0,0,31.2,0,0,0,0
2004-07-04,0,0,31.3,0,0,0,0
2004-07-05,0,0,31.8,0,0,0,0
2004-07-06,0,0,31.8,0,0,0,0
2004-07-07,0,0,31.9,0,0,0,0
2004-07-08,0,0,32,0,0,0,0
2004-07-09,0,0,32,0,0,0,0
2004-07-10,0,0,32,0,0,0,0
2004-07-11,0,0,32,0,0,0,0
2004-07-12,0,0,32,0,0,0,0
2004-07-13,0,0,32,0,0,0,0
2004-07-14,0,0,32.1,0,0,0,0
2004-07-15,0,0,32.1,0,0,0,0
2004-07-16,0,0,32.1,0,0,0,0
2004-07-17,0,0,32.1,0,0,0,0
2004-07-18,0,0,32.1,0,0,0,0
2004-07-19,0,0,32.5,0,0,0,0
2004-07-20,0,0,32.5,0,0,0,0
2004-07-21,0,0,32.6,0,0,0,0
2004-07-22,0,0,32.8,0,0,0,0
2004-07-23,0,0,33,0,0,0,0
2004-07-24,0,0,33,0,0,0,0
2004-07-25,0,0,33,0,0,0,0
2004-07-26,0,0,33,0,0,0,0
2004-07-27,0,0,33.3,0,0,0,0
2004-07-28,0,0,33.3,0,0,0,0
2004-07-29,0,0,33.3,0,0,0,0
2004-07-30,0,0,33.3,0,0,0,0
2004-07-31,0,0,33.3,0,0,0,0
2004-08-01,0,0,33.3,0,0,0,0
2004-08-02,0,0,33.4,0,0,0,0
2004-08-03,0,0,33.4,0,0,0,0
2004-08-04,0,0,33.4,0,0,0,0
2004-08-05,0,0,33.4,0,0,0,0
2004-08-06,0,0,33.4,0,0,0,0
2004-08-07,0,0,33.4,0,0,0,0
2004-08-08,0,0,33.4,0,0,0,0
2004-08-09,0,0,33.4,0,0,0,0
2004-08-10,0,0,33.4,0,0,0,0
2004-08-11,0,0,33.4,0,0,0,0
2004-08-12,0,0,33.4,0,0,0,0
2004-08-13,0,0,33.4,0,0,0,0
2004-08-14,0,0,33.6,0,0,0,0
2004-08-15,0,0,33.6,0,0,0,0
2004-08-16,0,0,33.6,0,0,0,0
2004-08-17,0,0,33.6,0,0,0,0
2004-08-18,0,0,33.6,0,0,0,0
2004-08-19,0,0,33.6,0,0,0,0
2004-08-20,0,0,33.8,0,0,0,0
2004-08-21,0,0,33.8,0,0,0,0
2004-08-22,0,0,33.9,0,0,0,0
2004-08-23,0,0,34,0,0,0,0
2004-08-24,0,0,34.7,0,0,0,0
2004-08-25,0,0,35,0,0,0,0
2004-08-26,0,0,35.4,0,0,0,0
2004-08-27,0,0,35.8,0,0,0,0
2004-08-28,0,0,36.2,0,0,0,0
2004-08-29,0,0,36.8,0,0,0,0
2004-08-30,0,0,36.8,0,0,0,0
2004-08-31,0,0,36.8,0,0,0,0
2004-09-01,0,0,36.8,0,0,0,0
2004-09-02,0,0,36.8,0,0,0,0
2004-09-03,0,0,36.8,0,0,0,0
2004-09-04,0,0,36.8,0,0,0,0
2004-09-05,0,0,36.8,0,0,0,0
2004-09-06,0,0,36.8,0,0,0,0
2004-09-07,0,0,36.8,0,0,0,0
2004-09-08,0,0,36.8,0,0,0,0
2004-09-09,0,0,36.8,0,0,0,0
2004-09-10,0,0,36.8,0,0,0,0
2004-09-11,0,0,36.9,0,0,0,0
2004-09-12,0,0,37,0,0,0,0
2004-09-13,0,0,37.1,0,0,0,0
2004-09-14,0.6,1,37.8,0.6,0.6,0.6,0.6
2004-09-15,0.5,2,38,0.5,0.5,0.5,0.5
2004-09-16,0.6,3,38.2,0.6,0.6,0.6,0.6
2004-09-17,0.5,2,38.7,0.5,0.5,0.5,0.5
2004-09-18,0,0,38.7,0,0,0,0
2004-09-19,0,0,38.7,0,0,0,0
2004-09-20,0.3,1,39.3,0.3,0.3,0.3,0.3
2004-09-21,0.4,4,39.4,0.4,0.4,0.4,0.4
2004-09-22,0.4,3,39.4,0.4,0.4,0.4,0.4
2004-09-23,0.3,2,39.5,0.3,0.3,0.3,0.3
2004-09-24,0,0,39.7,0,0,0,0
2004-09-25,0,0,39.7,0,0,0,0
2004-09-26,0,0,39.7,0,0,0,0
2004-09-27,0,0,39.8,0,0,0,0
2004-09-28,0,0,39.8,0,0,0,0
2004-09-29,0,0,39.8,0,0,0,0
2004-09-30,0,0,39.8,0,0,0,0
2004-10-01,0,0,0,0,0,0,0
2004-10-02,0,0,0,0,0,0,0
2004-10-03,0,0,0,0,0,0,0
2004-10-04,0,0,0,0,0,0,0
2004-10-05,0,0,0,0,0,0,0
2004-10-06,0,0,0,0,0,0,0
2004-10-07,0,0,0,0,0,0,0
2004-10-08,0,0,0,0,0,0,0
2004-10-09,0,0,0.1,0,0,0,0
2004-10-10,0,0,0.1,0,0,0,0
2004-10-11,0,0,0.1,0,0,0,0
2004-10-12,0,0,0.1,0,0,0,0
2004-10-13,0,0,0.3,0,0,0,0
2004-10-14,0,0,0.3,0,0,0,0
2004-10-15,0,0,0.4,0,0,0,0
2004-10-16,0,0,0.7,0,0,0,0
2004-10-17,0,0,0.8,0,0,0,0
2004-10-18,0,0,0.8,0,0,0,0
2004-10-19,0.4,3,1,0.4,0.4,0.4,0.4
2004-10-20,0.5,3,1,0.5,0.5,0.5,0.5
2004-10-21,0.8,5,1.4,0.8,0.8,0.8,0.8
2004-10-22,0.8,4,1.5,0.8,0.8,0.8,0.8
2004-10-23,0.9,5,1.5,0.9,0.9,0.9,0.9
2004-10-24,1.3,11,1.9,1.3,1.3,1.3,1.3
2004-10-25,1.4,12,2,1.4,1.4,1.4,1.4
2004-10-26,1.5,10,2.1,1.5,1.5,1.5,1.5
2004-10-27,1.5,8,2.1,1.5,1.5,1.5,1.5
2004-10-28,1.6,8,2.2,1.6,1.6,1.6,1.6
2004-10-29,1.9,10,2.5,1.9,1.9,1.9,1.9
2004-10-30,2.1,13,2.7,2.1,2.1,2.1,2.1
2004-10-31,2.5,18,3.1,2.5,2.5,2.5,2.5
2004-11-01,2.5,17,3.1,2.5,2.5,2.5,2.5
2004-11-02,2.5,15,3.1,2.5,2.5,2.5,2.5
2004-11-03,2.6,14,3.3,2.6,2.6,2.6,2.6
2004-11-04,2.7,17,3.4,2.7,2.7,2.7,2.7
2004-11-05,2.8,15,3.5,2.8,2.8,2.8,2.8
2004-11-06,2.8,15,3.5,2.8,2.8,2.8,2.8
2004-11-07,2.7,14,3.5,2.7,2.7,2.7,2.7
2004-11-08,2.7,13,3.5,2.7,2.7,2.7,2.7
2004-11-09,2.8,13,3.6,2.8,2.8,2.8,2.8
2004-11-10,2.8,12,3.6,2.8,2.8,2.8,2.8
2004-11-11,2.7,12,3.6,2.7,2.7,2.7,2.7
2004-11-12,2.7,12,3.6,2.7,2.7,2.7,2.7
2004-11-13,2.7,12,3.6,2.7,2.7,2.7,2.7
2004-11-14,2.7,12,3.6,2.7,2.7,2.7,2.7
2004-11-15,2.8,12,3.6,2.8,2.8,2.8,2.8
2004-11-16,2.9,11,3.6,2.9,2.9,2.9,2.9
2004-11-17,3,11,3.6,3,3,3,3
2004-11-18,3,11,3.6,3,3,3,3
2004-11-19,3.2,14,3.8,3.2,3.2,3.2,3.2
2004-11-20,3.2,14,3.8,3.2,3.2,3.2,3.2
2004-11-21,3.2,14,3.8,3.2,3.2,3.2,3.2
2004-11-22,3.4,15,3.8,3.4,3.4,3.4,3.4
2004-11-23,3.5,15,3.8,3.5,3.5,3.5,3.5
2004-11-24,3.5,14,3.8,3.5,3.5,3.5,3.5
2004-11-25,3.9,18,4.2,3.9,3.9,3.9,3.9
2004-11-26,4.6,24,4.8,4.6,4.6,4.6,4.6
2004-11-27,4.6,23,4.8,4.6,4.6,4.6,4.6
2004-11-28,4.6,23,4.8,4.6,4.6,4.6,4.6
2004-11-29,4.6,22,4.8,4.6,4.6,4.6,4.6
2004-11-30,4.6,22,4.8,4.6,4.6,4.6,4.6
2004-12-01,4.6,21,4.8,4.6,4.6,4.6,4.6
2004-12-02,4.7,21,4.8,4.7,4.7,4.7,4.7
2004-12-03,4.8,23,4.9,4.8,4.8,4.8,4.8
2004-12-04,4.8,22,4.9,4.8,4.8,4.8,4.8
2004-12-05,4.8,22,4.9,4.8,4.8,4.8,4.8
2004-12-06,4.8,20,4.9,4.8,4.8,4.8,4.8
2004-12-07,5,23,5.1,5,5,5,5
2004-12-08,5.2,25,5.4,5.2,5.2,5.2,5.2
2004-12-09,5.8,30,5.9,5.8,5.8,5.8,5.8
2004-12-10,5.8,28,5.9,5.8,5.8,5.8,5.8
2004-12-11,6.1,27,6.3,6.1,6.1,6.1,6.1
2004-12-12,6.2,27,6.3,6.2,6.2,6.2,6.2
2004-12-13,6.2,26,6.3,6.2,6.2,6.2,6.2
2004-12-14,6.2,26,6.3,6.2,6.2,6.2,6.2
2004-12-15,6.3,28,6.4,6.3,6.3,6.3,6.3
2004-12-16,6.3,28,6.4,6.3,6.3,6.3,6.3
2004-12-17,6.3,27,6.4,6.3,6.3,6.3,6.3
2004-12-18,6.4,27,6.4,6.4,6.4,6.4,6.4
2004-12-19,6.4,27,6.5,6.4,6.4,6.4,6.4
2004-12-20,6.5,27,6.6,6.5,6.5,6.5,6.5
2004-12-21,6.6,28,6.6,6.6,6.6,6.6,6.6
2004-12-22,6.6,28,6.6,6.6,6.6,6.6,6.6
2004-12-23,6.7,30,6.6,6.7,6.7,6.7,6.7
2004-12-24,6.8,29,6.7,6.8,6.8,6.8,6.8
2004-12-25,6.8,29,6.7,6.8,6.8,6.8,6.8
2004-12-26,6.9,29,6.8,6.9,6.9,6.9,6.9
2004-12-27,6.9,29,6.8,6.9,6.9,6.9,6.9
2004-12-28,6.9,28,6.9,6.9,6.9,6.9,6.9
2004-12-29,6.9,28,6.9,6.9,6.9,6.9,6.9
2004-12-30,7,28,7,7,7,7,7
2004-12-31,7.3,33,7.2,7.3,7.3,7.3,7.3
2005-01-01,7.6,37,7.5,7.6,7.6,7.6,7.6
2005-01-02,7.9,38,7.7,7.9,7.9,7.9,7.9
2005-01-03,7.9,37,7.7,7.9,7.9,7.9,7.9
2005-01-04,8.2,39,8,8.2,8.2,8.2,8.2
2005-01-05,8.2,38,8,8.2,8.2,8.2,8.2
2005-01-06,8.2,38,8,8.2,8.2,8.2,8.2
2005-01-07,8.2,37,8,8.2,8.2,8.2,8.2
2005-01-08,8.3,36,8.1,8.3,8.3,8.3,8.3
2005-01-09,9.2,48,9,9.2,9.2,9.2,9.2
2005-01-10,9.4,46,9.2,9.4,9.4,9.4,9.4
2005-01-11,9.4,46,9.2,9.4,9.4,9.4,9.4
2005-01-12,9.4,46,9.2,9.4,9.4,9.4,9.4
2005-01-13,9.6,45,9.2,9.6,9.6,9.6,9.6
2005-01-14,9.9,46,9.4,9.9,9.9,9.9,9.9
